0.05
0.04
0.04
0.04
0.04
0.03
0.03
0.03
0.03
0.03
0.04
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.04
0.03
0.03
0.03
0.04
0.03
0.04
0.04
0.03
0.03
0.04
0.04
0.03
0.03
0.04
0.04
0.04
0.03
0.04
0.04
0.04
0.04
0.04
0.04
0.15
0.08
0.04
0.07
0.07
0.07
0.07
0.04
0.07
0.07
0.07
0.04
0.08
0.08
0.07
0.04
0.07
0.1
0.08
0.08
0.04
0.07
0.07
0.07
0.04
0.11
0.11
0.12
0.13
0.24
0.29
0.12
0.12
0.07
0.13
0.1
0.35
0.06
0.45
0.25
0.09
0.09
0.06
0.56
0.38
0.27
0.07
0.3
0.12
0.28
0.23
0.06
0.19
0.2
0.18
0.06
0.18
0.24
0.19
0.07
0.25
0.2
0.19
0.21
0.05
0.19
0.18
0.3
0.06
0.14
0.24
0.27
0.12
0.2
0.18
0.45
0.68
0.13
0.37
0.21
0.11
0.11
0.07
0.12
0.12
0.22
0.13
0.12
0.07
0.11
0.09
0.09
0.09
0.11
0.34
0.38
0.35
0.08
0.26
0.15
0.24
0.05
0.34
0.19
0.18
0.09
0.06
0.14
0.16
0.17
0.15
0.19
0.42
0.18
0.74
0.1
0.14
0.24
0.37
0.18
0.19
0.18
0.4
0.12
0.36
0.11
0.13
0.2
0.07
0.12
0.1
0.1
0.05
0.09
0.08
0.08
0.08
0.05
0.1
0.09
0.08
0.05
0.08
0.08
0.08
0.08
0.06
0.09
0.09
0.09
0.05
0.09
0.09
0.09
0.05
0.09
0.1
0.11
0.1
0.06
0.1
0.1
0.1
0.07
0.1
0.1
0.11
0.1
0.07
0.11
0.18
0.1
0.07
0.11
0.11
0.11
0.07
0.11
0.11
0.11
0.11
0.08
0.1
0.12
0.14
0.09
0.43
0.13
0.34
0.14
0.26
0.13
0.13
0.35
0.1
0.15
0.12
0.14
0.13
0.11
0.14
0.43
0.14
0.11
0.15
0.16
0.14
0.1
0.13
0.13
0.14
0.16
0.12
0.16
0.15
0.16
0.12
0.15
0.17
0.16
0.15
0.11
0.16
0.15
0.15
0.14
0.15
0.17
0.16
0.13
0.14
0.15
0.16
0.15
0.11
0.16
0.14
0.17
0.12
0.15
0.15
0.19
0.15
0.1
0.15
0.15
0.17
0.11
0.14
0.17
0.15
0.16
0.12
0.15
0.22
0.14
0.12
0.14
0.16
0.14
0.1
0.16
0.17
0.15
0.15
0.1
0.15
0.14
0.14
0.12
0.14
0.14
0.14
0.15
0.12
0.15
0.15
0.15
0.11
0.15
0.15
0.15
0.11
0.14
0.15
0.14
0.14
0.1
0.15
0.13
0.16
0.12
0.15
0.15
0.15
0.14
0.11
0.21
0.14
0.14
0.11
0.15
0.14
0.14
0.11
0.13
0.15
0.14
0.13
0.11
0.16
0.15
0.16
0.1
0.14
0.14
0.16
0.15
0.1
0.15
0.15
0.16
0.1
0.14
0.15
0.14
0.16
0.13
0.18
0.17
0.16
0.12
0.17
0.16
0.17
0.13
0.16
0.18
0.2
0.23
0.16
0.2
0.22
0.25
0.18
0.22
0.24
0.29
0.3
0.31
0.42
0.51
0.51
0.67
0.76
1.02
